"refseq_mrna","hgnc_symbol","prot_length"
"NM_001369478","NFIB",417
"NM_001369473","NFIB",417
"NM_001369472","NFIB",417
"NM_001369463","NFIB",417
"NM_032721","NFKBID",466
"NM_024164","TPSB2",276
"NM_022782","MPHOSPH9",1184
"NM_001270979","IST1",219
"NM_001318806","TBC1D7",165
"NM_001368892","PAX6",437
"NM_001368918","PAX6",437
"NM_001276254","IFNL4",180
"NM_032027","TM2D1",208
"NM_001286259","ADAT2",145
"NM_001297622","HNRNPR",495
"NM_001173531","POU5F1",191
"NM_203289","POU5F1",191
"NM_001285987","POU5F1",191
"NM_001194986","TRABD2B",518
"NM_005161","APLNR",381
"NM_001271835","CCDC120",631
"NM_033626","CCDC120",631
"NM_001039888","ANKRD34A",497
"NM_015602","TOR1AIP1",584
"NM_001271895","TARS2",637
"NM_001388304","C5orf63",105
"NM_006703","NUDT3",173
"NM_001276331","LCE1C",119
"NM_178351","LCE1C",119
"NM_001320843","DUSP13",199
"NM_001007273","DUSP13",199
"NM_014320","HEBP2",206
"NM_001242798","ZNF322",403
"NM_001384448","SORBS1",1295
"NM_001384451","SORBS1",1295
"NM_001384450","SORBS1",1295
"NM_001384447","SORBS1",1295
"NM_001384453","SORBS1",1295
"NM_001384449","SORBS1",1295
"NM_001384452","SORBS1",1295
"NM_001384454","SORBS1",1295
"NM_001040874","H2AC19",131
"NM_001163424","COPS9",58
"NM_001368060","BNIP2",315
"NM_001368059","BNIP2",315
"NM_001368057","BNIP2",315
"NM_001368061","BNIP2",315
"NM_004330","BNIP2",315
"NM_001320674","BNIP2",315
"NM_001320586","ACYP2",173
"NM_001320587","ACYP2",173
"NM_032340","UQCC2",127
"NM_001329605","CSNK1G1",476
"NM_001350994","SMIM32",104
"NM_145165","CHURC1",114
"NM_001353494","ASDURF",64
"NM_001001563","TIMM50",354
"NM_001329559","TIMM50",354
"NM_001388305","C5orf63",90
"NM_173515","CNKSR3",556
"NM_001368117","CNKSR3",556
"NM_001368116","CNKSR3",556
"NM_207118","GTF2H5",72
"NM_001353493","ASDURF",97
"NM_001267546","ARFRP1",155
"NM_001367723","RABGEF1",120
"NM_001270805","SYT6",426
"NM_205848","SYT6",426
"NM_001331066","CCDC116",527
"NM_001386996","CTCFL",405
"NM_001269052","CTCFL",405
"NM_001276253","TMEM80",57
"NM_001286054","ZNF595",466
"NM_001286053","ZNF595",466
"NM_001386995","CTCFL",664
"NM_001269041","CTCFL",664
"NM_001153663","SCOC",83
"NM_001153484","SCOC",83
"NM_004662","DNAH9",799
"NM_001354682","ZBTB25",436
"NM_006977","ZBTB25",436
"NM_001354685","ZBTB25",436
"NM_001354684","ZBTB25",436
"NM_001354687","ZBTB25",436
"NM_001354683","ZBTB25",436
"NM_001257321","APBB1",452
"NM_018031","WDR6",1122
"NM_001269045","CTCFL",628
"NM_001269044","CTCFL",666
"NM_012181","FKBP8",414
"NM_001201550","CFHR4",579
"NM_001287445","SMIM8",77
"NM_001198828","LIPF",366
"NM_001257326","APBB1",452
"NM_001257319","APBB1",491
"NM_001257320","APBB1",452
"NM_001040011","SWI5",171
"NM_001326347","CELF2",489
"NM_001083591","CELF2",489
"NM_001375888","FBXW2",455
"NM_012164","FBXW2",455
"NM_001375890","FBXW2",455
"NM_001269055","CTCFL",300
"NM_152542","PPM1K",373
"NM_182584","C20orf203",195
"NM_001242852","RNF146",359
"NM_001242844","RNF146",359
"NM_001242847","RNF146",359
"NM_001242845","RNF146",359
"NM_030963","RNF146",359
"NM_001242846","RNF146",359
"NM_001242848","RNF146",359
"NM_002481","PPP1R12B",983
"NM_001291277","TEX13A",410
"NM_001391960","USP6NL",829
"NM_001391961","USP6NL",829
"NM_014688","USP6NL",829
"NM_001300989","PTBP2",533
"NM_001366223","SYT6",426
"NM_001145720","ZBTB8B",496
"NM_001287820","KCNT2",1069
"NM_001256813","GRM4",780
"NM_080618","CTCFL",664
"NM_177455","BHLHA15",190
"NM_001323918","JMJD8",265
"NM_001005920","JMJD8",265
"NM_001371931","PILRB",228
"NM_178238","PILRB",228
"NM_001257325","APBB1",476
"NM_001164","APBB1",711
"NM_001394149","",51
"NM_001243770","SLF2",64
"NM_198281","GPRIN3",777
"NM_001195150","ATP6V1FNB",177
"NM_001258294","NFATC2",703
"NM_001286052","ZNF595",617
"NM_001276282","ATRNL1",468
"NM_198689","KRTAP10-7",371
"NM_020957","PCDHB16",777
"NM_000834","GRIN2B",1485
"NM_002240","KCNJ6",424
"NM_001289930","ZNF718",447
"NM_001289931","ZNF718",447
"NM_001287184","HNF4A",396
"NM_001030004","HNF4A",396
"NM_173506","LYPD4",247
"NM_001355409","H3-2",137
"NM_001024455","RTL5",570
"NM_001324317","SLC25A16",333
"NM_152707","SLC25A16",333
"NM_001324314","SLC25A16",333
"NM_001324315","SLC25A16",333
"NM_001324312","SLC25A16",333
"NM_001324313","SLC25A16",333
"NM_001349936","TOR1AIP2",471
"NM_001349934","TOR1AIP2",471
"NM_001199260","TOR1AIP2",471
"NM_001349935","TOR1AIP2",471
"NM_001258295","NFATC2",906
"NM_001258292","NFATC2",906
"NM_024813","RPAP2",613
"NM_001258296","NFATC2",703
"NM_001282750","SUCO",884
"NM_001374335","NT5C3A",332
"NM_001374338","NT5C3A",332
"NM_001002010","NT5C3A",332
"NM_001242849","RNF146",360
"NM_001386393","PANK2",461
"NM_001286350","DACT2",605
"NM_007266","GPN1",375
"NM_001362796","TMEM271",386
"NM_001290206","DCP1A",583
"NM_018403","DCP1A",583
"NM_001290205","DCP1A",583
"NM_001366225","SYT6",511
"NM_001253772","SYT6",511
"NM_182524","ZNF595",649
"NM_173516","PNLDC1",521
"NM_001278311","DNAJB14",110
"NM_001004136","OR2T2",325
"NM_001126118","TP53",355
"NM_001252383","CGA",148
"NM_030798","RCC1L",465
"NM_001363447","RCC1L",465
"NM_001389705","GOLGA2",797
"NM_001389704","GOLGA2",797
"NM_005064","CCL23",138
"NM_001353163","ZMYM2",1378
"NM_001353157","ZMYM2",1378
"NM_001353164","ZMYM2",1378
"NM_001353159","ZMYM2",1378
"NM_001190965","ZMYM2",1378
"NM_003453","ZMYM2",1378
"NM_197968","ZMYM2",1378
"NM_001353165","ZMYM2",1378
"NM_001353161","ZMYM2",1378
"NM_001322168","KIR3DL1",445
"NM_001375638","LENG8",875
"NM_001375639","LENG8",875
"NM_001375641","LENG8",875
"NM_001375640","LENG8",875
"NM_001123392","TBC1D3H",550
"NM_001278359","RHOH",192
"NM_001278585","CORIN",939
"NM_001204292","MUC1",240
"NM_001171631","NOSTRIN",450
"NM_001287810","CYFIP1",1254
"NM_133454","SGSM1",1088
"NM_001282229","ADA2",392
"NM_145716","SSBP3",389
"NM_001030006","AP2B1",952
"NM_001280798","GLS2",338
"NM_001384574","SAMD4B",695
"NM_001384594","SAMD4B",695
"NM_001384586","SAMD4B",695
"NM_001384588","SAMD4B",695
"NM_001384587","SAMD4B",695
"NM_001384576","SAMD4B",695
"NM_001384591","SAMD4B",695
"NM_001384575","SAMD4B",695
"NM_001384566","SAMD4B",695
"NM_001384595","SAMD4B",695
"NM_001384589","SAMD4B",695
"NM_001384565","SAMD4B",695
"NM_001384569","SAMD4B",695
"NM_001384577","SAMD4B",695
"NM_014886","NSA2",261
"NM_001369614","PCGF2",345
"NM_007144","PCGF2",345
"NM_012312","KIR2DS2",305
"NM_001291695","KIR2DS2",305
"NM_001291701","KIR2DS2",305
"NM_001291696","KIR2DS2",305
"NM_001291700","KIR2DS2",305
"NM_001005166","OR52E5",328
"NM_001242821","DEF8",198
"NM_001242862","PRKACB",339
"NM_001206944","CSPG5",478
"NM_012151","F8A1",372
"NM_001163547","SYNRG",1109
"NM_002169","IFNA5",190
"NM_002555","SLC22A18",425
"NM_001201474","C18orf21",133
"NM_006230","POLD2",470
"NM_001127218","POLD2",470
"NM_001258455","TNIP1",573
"NM_001364487","TNIP1",573
"NM_001276695","TP53",308
"NM_001287338","CAB39L",338
"NM_001207011","CNTFR",373
"NM_001394703","PAN2",1203
"NM_001394699","PAN2",1203
"NM_001199417","ARHGAP23",1492
"NM_001271712","SLC2A8",315
"NM_001286754","SYNPO2",1231
"NM_001281971","KIR2DS4",172
"NM_001281972","KIR2DS4",172
"NM_001291473","CCL4L2",87
"NM_001304457","LILRB5",644
"NM_014004","PCDHGA8",821
"NM_001289823","FURIN",795
"NM_032086","PCDHGA6",819
"NM_001257231","ALG13",1060
"NM_001278497","ADORA2A",413
"NM_001256017","",322
"NM_001394668","CT45A7",190
"NM_001291543","CT45A7",190
"NM_001145457","NCR1",305
"NM_001276699","TP53",188
"NM_001004334","GPR179",2368
"NM_001164465","GOLGA6L10",523
"NM_006900","IFNA13",191
"NM_001320646","U2AF1L5",241
"NM_001242858","PRKACB",340
"NM_003575","ZNF282",672
"NM_001195831","CFAP57",1284
"NM_001288711","ZSCAN30",308
"NM_001083539","KIR3DS1",383
"NM_001282170","KIR3DS1",383
"NM_001282171","KIR3DS1",383
"NM_001281520","MCM8",841
"NM_032485","MCM8",841
"NM_001271955","TPGS2",131
"NM_001242891","CSDE1",845
"NM_001204109","BCL2L11",141
"NM_001204112","BCL2L11",141
"NM_001271458","COLCA2",252
"NM_001077238","SPPL2B",512
"NM_000104","CYP1B1",544
"NM_016363","",621
"NM_001083899","",621
"NM_001278204","KCNN2",232
"NM_001388355","LILRB1",652
"NM_001388358","LILRB1",652
"NM_001388357","LILRB1",652
"NM_001388356","LILRB1",652
"NM_006669","LILRB1",652
"NM_001081637","LILRB1",652
"NM_001081638","LILRB1",652
"NM_001081639","LILRB1",652
"NM_000458","HNF1B",558
"NM_001318852","MAPK8IP3",1338
"NM_001282686","KCTD17",214
"NM_001243942","PRPSAP2",284
"NM_001353103","PRPSAP2",284
"NM_001353104","PRPSAP2",284
"NM_001366122","KCP",1629
"NM_032407","PCDHGC5",879
"NM_001282290","ARHGAP27",890
"NM_001207042","PRMT1",286
"NM_001281971","KIR2DS4",297
"NM_001281972","KIR2DS4",297
"NM_001105563","CCHCR1",871
"NM_001105564","CCHCR1",871
"NM_001394641","CCHCR1",871
"NM_002498","NEK3",507
"NM_001278266","CARHSP1",148
"NM_001278265","CARHSP1",148
"NM_006158","NEFL",544
"NM_001258456","TNIP1",557
"NM_001369648","SNAPC3",412
"NM_001369651","SNAPC3",412
"NM_181491","MED22",141
"NM_001195256","GFY",519
"NM_001282539","GNB1",341
"NM_015629","",500
"NM_001051","SSTR3",419
"NM_001287442","JADE1",843
"NM_001018081","KIR2DL5B",376
"NM_001286342","CBY2",413
"NM_025109","MYO19",771
"NM_001002836","ZNF787",383
"NM_001291737","CD24",81
"NM_001321706","RPS9",195
"NM_018711","SVOP",549
"NM_139176","NLRP7",1038
"NM_001257210","FGF1",156
"NM_001260486","ZNF155",539
"NM_003445","ZNF155",539
"NM_001348070","FAM236A",80
"NM_001242825","FDPS",249
"NM_001318045","FOLR3",246
"NM_000804","FOLR3",246
"NM_001321399","C17orf78",160
"NM_001253379","RPL15",205
"NM_001286798","NTMT1",224
"NM_001290061","SEMA3B",755
"NM_001321396","IKBKG",420
"NM_003639","IKBKG",420
"NM_001013257","BCAM",589
"NM_001286124","MARK1",797
"NM_001001413","GOLGA6L1",669
"NM_001330650","TARM1",272
"NM_001258219","MIS12",206
"NM_001258217","MIS12",206
"NM_001207006","IL21",154
"NM_001174092","TMEM185A",292
"NM_001242357","NCR1",132
"NM_001110781","SLC35E2B",406
"NM_001282169","VPS36",329
"NM_001287443","JADE1",843
"NM_001366323","TCP11",441
"NM_001261821","TCP11",441
"NM_001261820","TCP11",441
"NM_133168","OSCAR",268
"NM_133169","OSCAR",268
"NM_001291605","ZNF2",439
"NM_020469","ABO",354
"NM_001301782","LENG9",479
"NM_001288820","CPEB1",487
"NM_001079534","CPEB1",487
"NM_001284309","ADAP1",303
"NM_001145255","IKBKG",321
"NM_001282368","IMPG1",720
"NM_012313","KIR2DS3",305
"NM_001243798","TSC22D1",87
"NM_014219","KIR2DL2",349
"NM_207355","POTEB3",582
"NM_001271909","SPATA33",110
"NM_024864","MRM1",354
"NM_004829","NCR1",227
"NM_001145458","NCR1",227
"NM_001145457","NCR1",227
"NM_002255","KIR2DL4",417
"NM_001077445","JADE3",824
"NM_001305581","LRMDA",227
"NM_001001417","TBC1D3B",550
"NM_001319655","OSBPL8",848
"NM_001004697","OR2T5",316
"NM_001352477","ZNF248",120
"NM_001352478","ZNF248",120
"NM_001352481","ZNF248",120
"NM_001352480","ZNF248",120
"NM_001352479","ZNF248",120
"NM_001267605","ZNF248",120
"NM_001267606","ZNF248",120
"NM_001242767","MTHFD1L",980
"NM_001201556","ZNF821",140
"NM_001242394","SYTL3",611
"NM_001318745","SYTL3",611
"NM_001289026","LAIR1",277
"NM_001282171","KIR3DS1",276
"NM_012314","KIR2DS4",305
"NM_001278664","ZNF254",587
"NM_001048205","REC8",548
"NM_005132","REC8",548
"NM_001256700","STPG3",332
"NM_001256601","TRIM46",747
"NM_001305204","ZFP90",114
"NM_001355406","",490
"NM_001017528","PRR5",380
"NM_001287597","SLC1A7",473
"NM_001278195","TEX264",314
"NM_015908","SRRT",877
"NM_020535","KIR2DL5A",376
"NM_002255","KIR2DL4",378
"NM_003547","H4C7",99
"NM_001291604","ZNF2",346
"NM_001243244","ZSCAN31",248
"NM_001243242","ZSCAN31",248
"NM_001256704","GABRR1",393
"NM_018646","TRPV6",726
"NM_001102600","CEACAM20",585
"NM_001321792","TFPT",254
"NM_080760","DACH1",559
"NM_001314048","IL33",229
"NM_001163120","RDM1",167
"NM_001256524","ZNF74",645
"NM_001278500","ADORA2A",413
"NM_152914","NATD1",114
"NM_001287422","ZSCAN26",271
"NM_005361","MAGEA2",315
"NM_004829","",305
"NM_001145457","",305
"NM_001271466","ARMC9",819
"NM_001352754","ARMC9",819
"NM_031945","TSPAN10",356
"NM_001290212","TSPAN10",356
"NM_032095","PCDHGB1",811
"NM_001256299","",315
"NM_001303016","",315
"NM_001303020","",315
"NM_001303018","",315
"NM_001282419","NDUFA5",102
"NM_001242672","TTC34",567
"NM_001282951","COPS7B",210
"NM_022968","SERF1B",63
"NM_032765","TRIM52",298
"NM_001256497","CYP3A7-CYP3A51P",536
"NM_024815","NUDT18",324
"NM_152236","GAS2L1",682
"NM_001367832","GPX4",171
"NM_001278923","ANXA8L1",271
"NM_001278190","TPM3",228
"NM_001291535","CT45A8",190
"NM_001242495","FAM156A",214
"NM_001385220","CT45A10",190
"NM_001291528","CT45A10",190
"NM_001291527","CT45A10",190
"NM_001282504","MAGEA2",315
"NM_001270966","PSD",646
"NM_001256743","GRIA3",145
"NM_024830","LPCAT1",490
"NM_001256422","GPAT3",435
"NM_001379095","LIG4",912
"NM_002312","LIG4",912
"NM_002570","PCSK6",970
"NM_020463","PPP4R3B",765
"NM_001199515","TGIF2",238
"NM_001270727","BCL2L13",462
"NM_001291831","SRRM3",654
"NM_001110199","SRRM3",654
"NM_001199855","AK3",158
"NM_001199856","AK3",158
"NM_001348003","NLRP2",1063
"NM_001287500","IQCE",687
"NM_001076","UGT2B15",333
"NM_001204698","TAX1BP3",99
"NM_198837","ACACA",2289
"NM_001199159","PI16",464
"NM_001160308","SETDB2",708
"NM_001393976","SETDB2",708
"NM_001393975","SETDB2",708
"NM_001393978","SETDB2",708
"NM_001393979","SETDB2",708
"NM_001393980","SETDB2",708
"NM_001291415","KDM6A",1454
"NM_001146099","NEK3",490
"NM_001271702","ANXA8",366
"NM_001285549","ZDBF2",2353
"NM_030904","OR2T1",370
"NM_001351287","MGAT4C",479
"NM_001351288","MGAT4C",479
"NM_001351282","MGAT4C",479
"NM_001351289","MGAT4C",479
"NM_001351284","MGAT4C",479
"NM_001351283","MGAT4C",479
"NM_033401","CNTNAP4",1309
"NM_001322188","CNTNAP4",1309
"NM_001322179","CNTNAP4",1309
"NM_001322178","CNTNAP4",1309
"NM_001322181","CNTNAP4",1309
"NM_001281971","KIR2DS4",297
"NM_001281972","KIR2DS4",297
"NM_001289088","ZMYM1",1143
"NM_001077350","NPRL3",570
"NM_001243247","NPRL3",570
"NM_001282864","SLC2A11",536
"NM_001366042","ABHD18",322
"NM_001366038","ABHD18",322
"NM_001366040","ABHD18",322
"NM_001319307","ABHD18",322
"NM_001319306","ABHD18",322
"NM_001366041","ABHD18",322
"NM_001366044","ABHD18",322
"NM_001366045","ABHD18",322
"NM_025097","ABHD18",322
"NM_001366046","ABHD18",322
"NM_001366047","ABHD18",322
"NM_001369615","PCGF2",345
"NM_001271838","RSRC1",335
"NM_016625","RSRC1",335
"NM_001388397","PIK3R5",495
"NM_001388400","PIK3R5",495
"NM_001251853","PIK3R5",495
"NM_001251851","PIK3R5",495
"NM_001388398","PIK3R5",495
"NM_001388399","PIK3R5",495
"NM_004590","CCL16",121
"NM_001185158","IL24",64
"NM_001040103","OPALIN",132
"NM_001284322","OPALIN",132
"NM_001284324","OPALIN",132
"NM_001284323","OPALIN",132
"NM_032054","PCDHGA5",814
"NM_003541","H4C12",104
"NM_001278260","CARHSP1",148
"NM_001347843","FAM13C",488
"NM_001001971","FAM13C",488
"NM_001270404","KCNE1",130
"NM_032402","PCDHGC3",864
"NM_001389695","GOLGA2",1030
"NM_001389696","GOLGA2",1030
"NM_001366244","GOLGA2",1030
"NM_138324","PCSK6",653
"NM_001384134","MTLN",57
"NM_001199958","NDUFB5",136
"NM_001243894","TPD52L2",153
"NM_001271662","SEMA4F",738
"NM_001270436","CDC42EP3",255
"NM_001013742","DGKK",1272
"NM_014512","KIR2DS1",305
"NM_001199577","GIMAP1-GIMAP5",512
"NM_001303630","GIMAP1-GIMAP5",512
"NM_001290271","LILRA2",491
"NM_001251901","CD83",147
"NM_181312","TAFAZZIN",279
"NM_001195576","TRPC5OS",112
"NM_001271681","PYCR2",247
"NM_001271664","GOLGA6L22",660
"NM_001001437","CCL3L3",94
"NM_001001437","CCL3L1",94
"NM_032101","PCDHGB7",809
"NM_007253","CYP4F8",521
"NM_001242493","FAM156A",214
"NM_153443","KIR3DL3",293
"NM_006865","LILRA3",440
"NM_001172654","LILRA3",440
"NM_001278305","UBE2F",186
"NM_001278381","MPP2",553
"NM_001005471","OR2T6",309
"NM_001278717","FXYD1",93
"NM_001330432","SANBR",573
"NM_001278743","TSPAN6",130
"NM_001278741","TSPAN6",130
"NM_001278740","TSPAN6",130
"NM_001394807","ADPRHL1",1968
"NM_001134758","ARFRP1",174
"NM_001267544","ARFRP1",174
"NM_001267549","ARFRP1",174
"NM_001288813","ARL17B",89
"NM_173526","FAM71D",423
"NM_001366280","SRGAP2B",459
"NM_001330684","SRGAP2B",459
"NM_001199824","SBK3",360
"NM_007247","SYNRG",1315
"NM_001307936","SLC38A2",407
"NM_001282197","SLC25A14",354
"NM_001257207","FGF1",156
"NM_181986","LILRA5",254
"NM_001488","TADA2A",444
"NM_001258266","UTY",1368
"NM_001352517","HLCS",727
"NM_001242785","HLCS",727
"NM_001136506","SLC22A24",553
"NM_153631","HOXA3",444
"NM_001384335","HOXA3",444
"NM_001391958","NLRP10",656
"NM_001033571","AMZ2",361
"NM_001346479","AMZ2",361
"NM_001289056","AMZ2",361
"NM_001290058","ALDH3B1",352
"NM_001256164","TMCO1",240
"NM_001330987","TMEM230",128
"NM_001286484","TMEM14B",104
"NM_001278399","LILRB1",511
"NM_001256511","SSBP1",149
"NM_001256512","SSBP1",149
"NM_001256513","SSBP1",149
"NM_001242628","GFOD1",288
"NM_001291586","TMEM106A",263
"NM_145041","TMEM106A",263
"NM_001207018","SMTN",972
"NM_001286696","ZNF79",475
"NM_001256608","GLMP",332
"NM_001271893","TWIST2",161
"NM_001199951","LYZL6",149
"NM_001382547","SPDYE15",266
"NM_001242403","GHR",639
"NM_001242356","",210
"NM_001271823","SERPINB6",396
"NM_001128834","PLP1",278
"NM_001272106","PAQR6",284
"NM_001242910","RSPO1",201
"NM_181311","TAFAZZIN",263
"NM_001308188","PSMA8",225
"NM_001347681","",121
"NM_001242480","",121
"NM_004532","MUC4",1149
"NM_001256619","R3HCC1L",793
"NM_001278701","SSX2B",224
"NM_001278702","SSX2B",224
"NM_001242539","NCOA6",1071
"NM_032595","PPP1R9B",818
"NM_032090","PCDHGA10",851
"NM_001205296","TTF1",391
"NM_145898","CCL23",121
"NM_001291317","MILR1",254
"NM_005015","OXA1L",436
"NM_144686","TMC4",707
"NM_013289","KIR3DL1",219
"NM_001080770","KIR2DL4",378
"NM_001242357","",210
"NM_001256740","GDAP1L1",297
"NM_001203260","NDUFC2-KCTD14",135
"NM_001289905","IL17RA",833
"NM_001394150","SMIM11B",69
"NM_001394151","SMIM11B",69
"NM_001242404","GHR",639
"NM_001290050","UHRF1",794
"NM_001278794","NPY4R",376
"NM_006737","KIR3DL2",333
"NM_001242867","KIR3DL2",333
"NM_005286","NPBWR2",334
"NM_002356","MARCKS",333
"NM_001032278","MMP28",131
"NM_001257357","RAB44",1022
"NM_001378425","FDPS",354
"NM_001378424","FDPS",354
"NM_001286061","RAB30",204
"NM_001282397","HPCAL4",120
"NM_001289940","SLC1A3",431
"NM_144686","",713
"NM_001145303","",713
"NM_001345934","LCN8",176
"NM_001242476","ZNF345",489
"NM_001242475","ZNF345",489
"NM_001369501","TBC1D3L",550
"NM_001369500","TBC1D3L",550
"NM_001369499","TBC1D3L",550
"NM_001278519","MDM4",268
"NM_001321158","METTL8",408
"NM_024770","METTL8",408
"NM_001321157","METTL8",408
"NM_001290224","TPTE",414
"NM_001172437","PEG10",784
"NM_015420","DCAF13",446
"NM_001351643","PPP6R2",960
"NM_001351641","PPP6R2",960
"NM_001351642","PPP6R2",960
"NM_001242898","PPP6R2",960
"NM_001351647","PPP6R2",960
"NM_178128","FADS6",369
"NM_001003745","OR10A3",315
"NM_001289005","LSP1",278
"NM_001277764","CIB1",232
"NM_001099672","RBIS",101
"NM_001366993","IFI27",123
"NM_080669","SLC46A1",460
"NM_001388188","JADE2",834
"NM_001288952","IFI27",123
"NM_001317916","ZNF658",1060
"NM_001177507","AOAH",544
"NM_001363730","DAPK2",489
"NM_001293808","GSTT1",241
"NM_001293810","GSTT1",241
"NM_001293811","GSTT1",241
"NM_001293812","GSTT1",241
"NM_000853","GSTT1",241
"NM_003520","H2BC15",127
"NM_001270508","TNFAIP3",791
"NM_001270507","TNFAIP3",791
"NM_006290","TNFAIP3",791
"NM_003724","JRK",569
"NM_152582","CT45A2",190
"NM_014138","FAM156A",214
"NM_032053","PCDHGA4",852
"NM_080606","BHLHE23",242
"NM_001258210","TSKU",354
"NM_014598","SOCS7",646
"NM_001321802","ZNF343",641
"NM_001282497","ZNF343",641
"NM_001321803","ZNF343",641
"NM_001321801","ZNF343",641
"NM_001184961","PEG10",742
"NM_001393405","TTC28",2355
"NM_001393404","TTC28",2355
"NM_001288579","BROX",380
"NM_001384605","MTUS2",1370
"NM_001033602","MTUS2",1370
"NM_001366650","MTUS2",1370
"NM_001366651","MTUS2",1370
"NM_001384606","MTUS2",1370
"NM_001098412","GAGE13",118
"NM_001261467","NSRP1",505
"NM_003531","H3C3",137
"NM_001099671","RBIS",101
"NM_001099670","RBIS",101
"NM_001242313","TMEM191B",347
"NM_001243985","RELA",449
"NM_181313","TAFAZZIN",249
"NM_001130677","EPOP",380
"NM_001242614","CD99L2",273
"NM_001253676","TBPL1",187
"NM_001252271","DIPK1A",404
"NM_023029","FGFR2",733
"NM_001348064","AR",573
"NM_018158","SLC4A1AP",797
"NM_001306072","PRAMEF25",479
"NM_001134367","SLC6A6",722
"NM_001278677","ZNF254",619
"NM_001278661","ZNF254",619
"NM_001278662","ZNF254",619
"NM_001199979","PLSCR2",294
"NM_001243660","NUDT7",224
"NM_001346937","IFNL3",201
"NM_001288791","VSTM1",149
"NM_001354826","PPARGC1A",672
"NM_001330753","PPARGC1A",672
"NM_018156","VPS13D",4364
"NM_024835","GGNBP2",698
"NM_001391995","C8orf89",76
"NM_004715","CTDP1",962
"NM_001202504","CTDP1",962
"NM_001257096","PAX1",458
"NM_001280788","SURF4",227
"NM_001280793","SURF4",227
"NM_001280791","SURF4",227
"NM_000598","IGFBP3",292
"NM_001278398","LILRB1",652
"NM_001304561","",456
"NM_001364177","ACOT2",464
"NM_001291474","CCL4L2",69
"NM_003511","H2AC16",131
"NM_003559","PIP4K2B",417
"NM_001198806","MSANTD3",276
"NM_001278510","ZNF229",820
"NM_001281434","ZNHIT3",90
"NM_001368242","",221
"NM_001134382","IQSEC1",1115
"NM_001267817","OSTC",84
"NM_001302551","",294
"NM_001242800","ZNF790",637
"NM_080759","DACH1",707
"NM_001145971","RDH13",261
"NM_001278210","NUP153",1434
"NM_001145146","",445
"NM_001271145","ST3GAL6",332
"NM_001323363","ST3GAL6",332
"NM_001242912","ZFAND6",209
"NM_001278367","RHOH",192
"NM_020414","DDX24",860
"NM_032950","MMP28",394
"NM_015120","ALMS1",4169
"NM_001378454","ALMS1",4169
"NM_001198627","RUNX1T1",605
"NM_001198630","RUNX1T1",605
"NM_001278795","NPY4R2",376
"NM_001286219","TMEM132B",591
"NM_001034836","RDM1",237
"NM_032094","PCDHGA12",821
"NM_001287815","UBAP2L",977
"NM_001253730","RXFP1",627
"NM_001256267","MYPN",1321
"NM_001272113","PAQR6",212
"NM_001282333","TSEN34",316
"NM_001377266","MAPT",413
"NM_001203251","MAPT",413
"NM_001289182","ZNF302",401
"NM_001289184","ZNF302",401
"NM_001289185","ZNF302",401
"NM_001291314","PRR4",167
"NM_001393989","PRR4",167
"NM_001258384","IDH3B",377
"NM_001282548","BARD1",308
"NM_001281971","KIR2DS4",375
"NM_001281972","KIR2DS4",375
"NM_001199346","C18orf32",77
"NM_002983","CCL3",93
"NM_001256163","BIRC2",619
"NM_001271985","PUS3",274
"NM_001265609","TRAK1",671
"NM_198882","SYNRG",1260
"NM_214710","PRSS57",284
"NM_001242829","IP6K1",442
"NM_001271036","FCGR3B",217
"NM_001253866","YME1L1",684
"NM_001256727","USP39",488
"NM_001289939","SLC1A3",497
"NM_001287822","ZWILCH",478
"NM_001256708","ANAPC10",186
"NM_001136498","CISD3",128
"NM_001320643","SIK1B",784
"NM_001258358","HPCAL1",194
"NM_133457","COL26A1",440
"NM_152988","SPPL2B",593
"NM_001146082","MBOAT7",473
"NM_001214906","ZNF48",619
"NM_001214909","ZNF48",619
"NM_001278279","MRPL45",257
"NM_001282542","SYCP1",952
"NM_001256858","RNF34",181
"NM_001385480","NBPF11",770
"NM_001385478","NBPF11",770
"NM_001385477","NBPF11",770
"NM_001385479","NBPF11",770
"NM_001289862","PER3",1211
"NM_006863","LILRA1",507
"NM_001278319","LILRA1",507
"NM_003198","ELOA",773
"NM_001198681","LEPROT",141
"NM_001286267","HMOX2",371
"NM_001163125","RDM1",117
"NM_181879","LILRA5",266
"NM_001007214","CACYBP",186
"NM_001277731","AOC3",635
"NM_001195108","TLR10",812
"NM_001195106","TLR10",812
"NM_031864","PCDHA12",793
"NM_001388374","NBPF9",943
"NM_001388377","NBPF9",943
"NM_001388375","NBPF9",943
"NM_001388383","NBPF9",943
"NM_001388379","NBPF9",943
"NM_001388372","NBPF9",943
"NM_001388382","NBPF9",943
"NM_001388384","NBPF9",943
"NM_001388381","NBPF9",943
"NM_001037675","NBPF9",943
"NM_001388376","NBPF9",943
"NM_001388373","NBPF9",943
"NM_001388378","NBPF9",943
"NM_001363147","MCCC2",208
"NM_022132","MCCC2",208
"NM_001286797","NTMT1",224
"NM_001142769","PCDH15",1791
"NM_001276368","C9orf153",96
"NM_001281471","PPIP5K2",1279
"NM_001345872","PPIP5K2",1279
"NM_032351","MRPL45",307
"NM_133274","FCAR",254
"NM_198839","ACACA",2347
"NM_198836","ACACA",2347
"NM_001282360","ZNF107",821
"NM_001114182","IRAK4",461
